Airline ID,Departures Performed,Distance, Available Seats, Transported Passengers,Carrier Name,Year,Month ,Day,From - To City,Date,Weekend / Weekday
20336,1,80,9,0,Hageland Aviation Service,2008,12,27,"Red Dog, AK - Kotzebue, AK",27-12-2008,Weekend
20340,1,35,9,0,Wings Of Alaska,2008,9,11,"Juneau, AK - Hoonah, AK",11-09-2008,Weekday
20225,1,136,9,0,Peninsula Airways Inc.,2008,8,7,"Iliamna, AK - Dillingham, AK",07-08-2008,Weekday
20340,1,80,9,0,Wings Of Alaska,2008,3,10,"Haines, AK - Hoonah, AK",10-03-2008,Weekday
20331,1,95,9,0,Bering Air Inc.,2008,8,3,"Nome, AK - Elim, AK",03-08-2008,Weekend
20336,1,59,9,0,Hageland Aviation Service,2008,7,14,"St. Mary's, AK - Sheldon Point, AK",14-07-2008,Weekday
20331,1,73,9,0,Bering Air Inc.,2008,12,9,"Noorvik, AK - Noatak, AK",09-12-2008,Weekday
20336,1,130,9,0,Hageland Aviation Service,2008,2,28,"Koyuk, AK - Nome, AK",28-02-2008,Weekday
20336,1,56,9,0,Hageland Aviation Service,2008,10,5,"Kotzebue, AK - Deering, AK",05-10-2008,Weekend
20336,1,16,9,0,Hageland Aviation Service,2008,3,17,"Pilot Station, AK - St. Mary's, AK",17-03-2008,Weekday
20336,1,95,9,0,Hageland Aviation Service,2008,3,27,"Elim, AK - Nome, AK",27-03-2008,Weekday
20336,1,51,9,0,Hageland Aviation Service,2008,2,1,"Wales, AK - Brevig Mission, AK",01-02-2008,Weekday
20333,1,108,9,0,Wright Air Service,2008,5,18,"Beaver, AK - Fairbanks, AK",18-05-2008,Weekend
20333,1,39,9,0,Wright Air Service,2008,3,24,"Nikolai, AK - McGrath, AK",24-03-2008,Weekday
20340,1,123,9,0,Wings Of Alaska,2008,7,11,"Petersburg, AK - Juneau, AK",11-07-2008,Weekday
20336,1,118,9,0,Hageland Aviation Service,2008,10,8,"Nome, AK - Stebbins, AK",08-10-2008,Weekday
20331,1,72,9,0,Bering Air Inc.,2008,7,19,"Unalakleet, AK - Grayling, AK",19-07-2008,Weekend
20455,1,128,9,0,Grant Aviation,2008,9,7,"Quinhagak, AK - Dillingham, AK",07-09-2008,Weekend
20336,1,147,9,0,Hageland Aviation Service,2008,9,17,"Unalakleet, AK - Nome, AK",17-09-2008,Weekday
20336,1,16,9,0,Hageland Aviation Service,2008,3,9,"Atmautluak, AK - Bethel, AK",09-03-2008,Weekend
20336,1,80,9,0,Hageland Aviation Service,2008,11,2,"Bethel, AK - Kwigillingok, AK",02-11-2008,Weekend
20340,1,0,9,0,Wings Of Alaska,2008,3,19,"Skagway, AK - Skagway, AK",19-03-2008,Weekday
20336,1,113,9,0,Hageland Aviation Service,2008,4,23,"Pilot Station, AK - Aniak, AK",23-04-2008,Weekday
20225,1,14,9,0,Peninsula Airways Inc.,2008,1,19,"King Salmon, AK - Naknek, AK",19-01-2008,Weekend
20336,1,59,9,0,Hageland Aviation Service,2008,4,6,"Golovin, AK - Shaktoolik, AK",06-04-2008,Weekend
20225,1,80,9,0,Peninsula Airways Inc.,2008,5,17,"Koliganek, AK - King Salmon, AK",17-05-2008,Weekend
20336,1,131,9,0,Hageland Aviation Service,2008,1,13,"Hooper Bay, AK - Kipnuk, AK",13-01-2008,Weekend
20336,1,6,9,0,Hageland Aviation Service,2008,11,10,"Napaskiak, AK - Bethel, AK",10-11-2008,Weekday
20455,1,457,9,0,Grant Aviation,2008,9,3,"Granite Mountain, AK - Anchorage, AK",03-09-2008,Weekday
20333,1,112,9,0,Wright Air Service,2008,7,16,"Kavik River, AK - Arctic Village, AK",16-07-2008,Weekday
20331,1,320,9,0,Bering Air Inc.,2008,3,11,"Nome, AK - McGrath, AK",11-03-2008,Weekday
20455,1,16,9,0,Grant Aviation,2008,12,20,"Bethel, AK - Atmautluak, AK",20-12-2008,Weekend
20336,1,156,9,0,Hageland Aviation Service,2008,11,19,"Bethel, AK - Cape Romanzof, AK",19-11-2008,Weekday
20455,1,19,9,0,Grant Aviation,2008,8,15,"Nightmute, AK - Tununak, AK",15-08-2008,Weekday
20333,1,155,9,0,Wright Air Service,2008,4,28,"Venetie, AK - Minto, AK",28-04-2008,Weekday
20336,1,41,9,0,Hageland Aviation Service,2008,5,2,"Tuntutuliak, AK - Bethel, AK",02-05-2008,Weekday
20455,1,110,9,0,Grant Aviation,2008,2,25,"Bethel, AK - Mountain Village, AK",25-02-2008,Weekday
20336,1,53,9,0,Hageland Aviation Service,2008,3,16,"Newtok, AK - Chevak, AK",16-03-2008,Weekend
20333,1,336,9,0,Wright Air Service,2008,6,27,"Fairbanks, AK - Umiat, AK",27-06-2008,Weekday
20336,1,23,9,0,Hageland Aviation Service,2008,8,26,"Bethel, AK - Nunapitchuk, AK",26-08-2008,Weekday
20340,1,81,9,0,Wings Of Alaska,2008,10,25,"Juneau, AK - Skagway, AK",25-10-2008,Weekend
20336,1,145,9,0,Hageland Aviation Service,2008,12,6,"Scammon Bay, AK - Bethel, AK",06-12-2008,Weekend
20333,1,234,9,0,Wright Air Service,2008,10,26,"Nikolai, AK - Fairbanks, AK",26-10-2008,Weekend
20331,1,118,9,0,Bering Air Inc.,2008,9,8,"Nome, AK - Stebbins, AK",08-09-2008,Weekday
20336,1,101,9,0,Hageland Aviation Service,2008,6,2,"Bethel, AK - St. Mary's, AK",02-06-2008,Weekday
20455,1,298,9,0,Grant Aviation,2008,10,23,"Chevak, AK - Dillingham, AK",23-10-2008,Weekday
20455,1,100,9,0,Grant Aviation,2008,8,6,"Nightmute, AK - Bethel, AK",06-08-2008,Weekday
20333,1,98,9,0,Wright Air Service,2008,8,20,"Fairbanks, AK - Circle Hot Springs, AK",20-08-2008,Weekday
20336,1,225,9,0,Hageland Aviation Service,2008,2,20,"Shishmaref, AK - Unalakleet, AK",20-02-2008,Weekday
20336,1,89,9,0,Hageland Aviation Service,2008,10,13,"Pilot Station, AK - Scammon Bay, AK",13-10-2008,Weekday
20455,1,24,9,0,Grant Aviation,2008,10,9,"Kasigluk, AK - Bethel, AK",09-10-2008,Weekday
20336,1,67,9,0,Hageland Aviation Service,2008,4,6,"Ambler, AK - Selawik, AK",06-04-2008,Weekend
20455,1,156,9,0,Grant Aviation,2008,12,18,"Cape Romanzof, AK - Bethel, AK",18-12-2008,Weekday
20331,1,162,9,0,Bering Air Inc.,2008,8,20,"Savoonga, AK - Nome, AK",20-08-2008,Weekday
20331,1,56,9,0,Bering Air Inc.,2008,9,16,"Deering, AK - Kotzebue, AK",16-09-2008,Weekday
20455,1,116,9,0,Grant Aviation,2008,10,24,"Bethel, AK - Goodnews Bay, AK",24-10-2008,Weekday
20336,1,43,9,0,Hageland Aviation Service,2008,4,17,"Kotzebue, AK - Noorvik, AK",17-04-2008,Weekday
20336,1,130,9,0,Hageland Aviation Service,2008,2,14,"Nome, AK - Koyuk, AK",14-02-2008,Weekday
20336,1,104,9,0,Hageland Aviation Service,2008,9,25,"Stebbins, AK - Koyuk, AK",25-09-2008,Weekday
20333,1,82,9,0,Wright Air Service,2008,8,9,"Coldfoot, AK - Allakaket, AK",09-08-2008,Weekend
20336,1,72,9,0,Hageland Aviation Service,2009,8,25,"Grayling, AK - Unalakleet, AK",25-08-2009,Weekday
20336,1,94,9,0,Hageland Aviation Service,2009,2,17,"Bethel, AK - Aniak, AK",17-02-2009,Weekday
20333,1,82,9,0,Wright Air Service,2009,6,23,"Allakaket, AK - Coldfoot, AK",23-06-2009,Weekday
20331,1,126,9,0,Bering Air Inc.,2009,10,16,"St. Michael, AK - Nome, AK",16-10-2009,Weekday
20331,1,98,9,0,Bering Air Inc.,2009,3,10,"Red Dog, AK - Kiana, AK",10-03-2009,Weekday
20336,1,144,9,0,Hageland Aviation Service,2009,12,23,"Fort Yukon, AK - Fairbanks, AK",23-12-2009,Weekday
20336,1,168,9,0,Hageland Aviation Service,2009,6,8,"Sleetmute, AK - Bethel, AK",08-06-2009,Weekday
20333,1,261,9,0,Wright Air Service,2009,6,15,"Anchorage, AK - Fairbanks, AK",15-06-2009,Weekday
20225,1,144,9,0,Peninsula Airways Inc.,2009,10,1,"Dillingham, AK - Port Heiden, AK",01-10-2009,Weekday
20455,1,69,9,0,Grant Aviation,2009,5,1,"Koliganek, AK - Dillingham, AK",01-05-2009,Weekday
20336,1,218,9,0,Hageland Aviation Service,2009,6,4,"Hooper Bay, AK - Aniak, AK",04-06-2009,Weekday
20331,1,66,9,0,Bering Air Inc.,2009,4,1,"Stebbins, AK - Shaktoolik, AK",01-04-2009,Weekday
20336,1,265,9,0,Hageland Aviation Service,2009,10,19,"St. Mary's, AK - Dillingham, AK",19-10-2009,Weekday
20336,1,106,9,0,Hageland Aviation Service,2009,9,6,"St. Michael, AK - St. Mary's, AK",06-09-2009,Weekend
20455,1,260,9,0,Grant Aviation,2009,3,21,"Kokhanok, AK - Bethel, AK",21-03-2009,Weekend
20225,1,55,9,0,Peninsula Airways Inc.,2009,1,2,"Ekwok, AK - King Salmon, AK",02-01-2009,Weekday
20336,1,136,9,0,Hageland Aviation Service,2009,12,12,"Chevak, AK - Bethel, AK",12-12-2009,Weekend
20455,1,371,9,0,Grant Aviation,2009,5,27,"Tununak, AK - Kokhanok, AK",27-05-2009,Weekday
20336,1,69,9,0,Hageland Aviation Service,2009,9,9,"White Mountain, AK - Koyuk, AK",09-09-2009,Weekday
20331,1,161,9,0,Bering Air Inc.,2009,1,7,"Buckland, AK - Nome, AK",07-01-2009,Weekday
20331,1,46,9,0,Bering Air Inc.,2009,11,7,"Buckland, AK - Deering, AK",07-11-2009,Weekend
20336,1,67,9,0,Hageland Aviation Service,2009,11,5,"St. Mary's, AK - Russian Mission, AK",05-11-2009,Weekday
20225,1,40,9,0,Peninsula Airways Inc.,2009,9,4,"Bartletts, AK - King Salmon, AK",04-09-2009,Weekday
20333,1,61,9,0,Wright Air Service,2009,11,25,"Circle, AK - Fort Yukon, AK",25-11-2009,Weekday
20336,1,437,9,0,Hageland Aviation Service,2009,4,5,"St. Michael, AK - Fairbanks, AK",05-04-2009,Weekend
20336,1,318,9,0,Hageland Aviation Service,2009,9,20,"Aniak, AK - Anchorage, AK",20-09-2009,Weekend
20336,1,40,9,0,Hageland Aviation Service,2009,2,19,"Tuntutuliak, AK - Kwigillingok, AK",19-02-2009,Weekday
20336,1,16,9,0,Hageland Aviation Service,2009,11,12,"Pilot Station, AK - St. Mary's, AK",12-11-2009,Weekday
20336,1,118,9,0,Hageland Aviation Service,2009,1,10,"Nome, AK - Stebbins, AK",10-01-2009,Weekend
20225,1,108,9,0,Peninsula Airways Inc.,2009,7,3,"Sandpoint, AK - Chignik Bay, AK",03-07-2009,Weekday
20336,1,40,9,0,Hageland Aviation Service,2009,11,19,"Eek, AK - Bethel, AK",19-11-2009,Weekday
20455,1,67,9,0,Grant Aviation,2009,2,4,"Togiak, AK - Dillingham, AK",04-02-2009,Weekday
20333,1,226,9,0,Wright Air Service,2009,7,14,"Fairbanks, AK - Palmer, AK",14-07-2009,Weekday
20225,1,69,9,0,Peninsula Airways Inc.,2009,2,21,"Koliganek, AK - Dillingham, AK",21-02-2009,Weekend
20225,1,80,9,0,Peninsula Airways Inc.,2009,1,12,"Koliganek, AK - King Salmon, AK",12-01-2009,Weekday
20331,1,253,9,0,Bering Air Inc.,2009,7,24,"Nome, AK - Galena, AK",24-07-2009,Weekday
20331,1,197,9,0,Bering Air Inc.,2009,2,9,"Kotzebue, AK - Point Lay, AK",09-02-2009,Weekday
20336,1,109,9,0,Hageland Aviation Service,2009,11,4,"Nome, AK - Wales, AK",04-11-2009,Weekday
20336,1,34,9,0,Hageland Aviation Service,2009,1,22,"Elim, AK - White Mountain, AK",22-01-2009,Weekday
20455,1,0,9,0,Grant Aviation,2009,6,16,"Anchorage, AK - Anchorage, AK",16-06-2009,Weekday
20331,1,122,9,0,Bering Air Inc.,2009,3,3,"Kivalina, AK - Kiana, AK",03-03-2009,Weekday
20333,1,41,9,0,Wright Air Service,2009,4,9,"Fairbanks, AK - Nenana, AK",09-04-2009,Weekday
20336,1,44,9,0,Hageland Aviation Service,2009,10,1,"St. Mary's, AK - Marshall, AK",01-10-2009,Weekday
20331,1,207,9,0,Bering Air Inc.,2009,6,11,"Anvik, AK - Nome, AK",11-06-2009,Weekday
20336,1,94,9,0,Hageland Aviation Service,2009,7,26,"Aniak, AK - Bethel, AK",26-07-2009,Weekend
20455,1,23,9,0,Grant Aviation,2009,11,19,"Nunapitchuk, AK - Bethel, AK",19-11-2009,Weekday
20336,1,23,9,0,Hageland Aviation Service,2009,9,25,"Nunapitchuk, AK - Bethel, AK",25-09-2009,Weekday
20336,1,254,9,0,Hageland Aviation Service,2009,5,7,"McGrath, AK - St. Mary's, AK",07-05-2009,Weekday
20225,1,136,9,0,Peninsula Airways Inc.,2009,2,28,"Togiak, AK - King Salmon, AK",28-02-2009,Weekend
20225,1,99,9,0,Peninsula Airways Inc.,2010,5,14,"Port Moller, AK - Port Heiden, AK",14-05-2010,Weekday
20333,1,90,9,0,Wright Air Service,2010,10,17,"Stevens Village, AK - Fairbanks, AK",17-10-2010,Weekend
20333,1,254,9,0,Wright Air Service,2010,8,6,"Anaktuvuk Pass, AK - Fairbanks, AK",06-08-2010,Weekday
20336,1,65,9,0,Hageland Aviation Service,2010,10,10,"Kotlik, AK - Mountain Village, AK",10-10-2010,Weekend
20455,1,156,9,0,Grant Aviation,2010,1,4,"Sheldon Point, AK - Bethel, AK",04-01-2010,Weekday
20333,1,187,9,0,Wright Air Service,2010,10,4,"Chandalar, AK - Fairbanks, AK",04-10-2010,Weekday
20225,1,118,9,0,Peninsula Airways Inc.,2010,4,15,"Pedro Bay, AK - King Salmon, AK",15-04-2010,Weekday
20455,1,6,9,0,Grant Aviation,2010,2,11,"Toksook, AK - Tununak, AK",11-02-2010,Weekday
20336,1,226,9,0,Hageland Aviation Service,2010,9,3,"Fairbanks, AK - Palmer, AK",03-09-2010,Weekday
20336,1,150,9,0,Hageland Aviation Service,2010,7,21,"Bethel, AK - Donlin Creek Mine, AK",21-07-2010,Weekday
20336,1,42,9,0,Hageland Aviation Service,2010,12,25,"Palmer, AK - Anchorage, AK",25-12-2010,Weekend
20336,1,255,9,0,Hageland Aviation Service,2010,9,28,"Nulato, AK - 47-Mile Mine, AK",28-09-2010,Weekday
20336,1,64,9,0,Hageland Aviation Service,2010,12,11,"Brevig Mission, AK - Nome, AK",11-12-2010,Weekend
20336,1,180,9,0,Hageland Aviation Service,2010,2,25,"Barrow, AK - Point Lay, AK",25-02-2010,Weekday
20455,1,102,9,0,Grant Aviation,2010,4,14,"Marshall, AK - Emmonak, AK",14-04-2010,Weekday
20323,1,367,9,0,Warbelow,2010,6,27,"Selawik, AK - Fairbanks, AK",27-06-2010,Weekend
20455,1,46,9,0,Grant Aviation,2010,12,21,"Chefornak, AK - Kwigillingok, AK",21-12-2010,Weekday
20336,1,203,9,0,Hageland Aviation Service,2010,9,2,"Hughes, AK - Fairbanks, AK",02-09-2010,Weekday
20333,1,398,9,0,Wright Air Service,2010,10,18,"Noorvik, AK - Fairbanks, AK",18-10-2010,Weekday
20455,1,78,9,0,Grant Aviation,2010,11,9,"Chefornak, AK - Eek, AK",09-11-2010,Weekday
20336,1,71,9,0,Hageland Aviation Service,2010,7,4,"Quinhagak, AK - Bethel, AK",04-07-2010,Weekend
20336,1,83,9,0,Hageland Aviation Service,2010,3,8,"Chevak, AK - St. Mary's, AK",08-03-2010,Weekday
20455,1,55,9,0,Grant Aviation,2010,2,5,"Kipnuk, AK - Toksook, AK",05-02-2010,Weekday
20225,1,95,9,0,Peninsula Airways Inc.,2010,6,21,"Pilot Point, AK - King Salmon, AK",21-06-2010,Weekday
20333,1,50,9,0,Wright Air Service,2010,6,26,"Fairbanks, AK - Minto, AK",26-06-2010,Weekend
20336,1,106,9,0,Hageland Aviation Service,2010,3,22,"St. Mary's, AK - St. Michael, AK",22-03-2010,Weekday
20333,1,102,9,0,Wright Air Service,2010,7,20,"Venetie, AK - Stevens Village, AK",20-07-2010,Weekday
20336,1,68,9,0,Hageland Aviation Service,2010,8,8,"Selawik, AK - Kotzebue, AK",08-08-2010,Weekend
20336,1,154,9,0,Hageland Aviation Service,2010,12,6,"Mekoryuk, AK - Bethel, AK",06-12-2010,Weekday
20336,1,71,9,0,Hageland Aviation Service,2010,5,8,"Quinhagak, AK - Bethel, AK",08-05-2010,Weekend
20336,1,244,9,0,Hageland Aviation Service,2010,3,27,"Anaktuvuk Pass, AK - Barter Island, AK",27-03-2010,Weekend
20331,1,56,9,0,Bering Air Inc.,2010,6,12,"Kotzebue, AK - Deering, AK",12-06-2010,Weekend
20336,1,59,9,0,Hageland Aviation Service,2010,6,10,"Kotzebue, AK - Kiana, AK",10-06-2010,Weekday
20336,1,96,9,0,Hageland Aviation Service,2010,11,1,"Teller, AK - White Mountain, AK",01-11-2010,Weekday
20336,1,66,9,0,Hageland Aviation Service,2010,4,21,"Nome, AK - Port Clarence, AK",21-04-2010,Weekday
20336,1,150,9,0,Hageland Aviation Service,2010,10,3,"Point Hope, AK - Kotzebue, AK",03-10-2010,Weekend
20331,1,96,9,0,Bering Air Inc.,2010,7,22,"White Mountain, AK - Unalakleet, AK",22-07-2010,Weekday
20455,1,20,9,0,Grant Aviation,2010,2,12,"Manokotak, AK - Dillingham, AK",12-02-2010,Weekday
20333,1,158,9,0,Wright Air Service,2010,6,9,"Venetie, AK - Fairbanks, AK",09-06-2010,Weekday
20455,1,94,9,0,Grant Aviation,2010,7,14,"Aniak, AK - Bethel, AK",14-07-2010,Weekday
20336,1,79,9,0,Hageland Aviation Service,2010,4,7,"Pilot Station, AK - Kotlik, AK",07-04-2010,Weekday
20336,1,465,9,0,Hageland Aviation Service,2010,9,25,"Atqasuk, AK - Fairbanks, AK",25-09-2010,Weekend
20336,1,254,9,0,Hageland Aviation Service,2010,3,3,"Huslia, AK - Fairbanks, AK",03-03-2010,Weekday
20331,1,67,9,0,Bering Air Inc.,2010,11,26,"Unalakleet, AK - Elim, AK",26-11-2010,Weekday
20225,1,136,9,0,Peninsula Airways Inc.,2010,8,14,"Iliamna, AK - Dillingham, AK",14-08-2010,Weekend
20336,1,126,9,0,Hageland Aviation Service,2010,9,5,"Nome, AK - St. Michael, AK",05-09-2010,Weekend
20336,1,53,9,0,Hageland Aviation Service,2010,11,16,"Chevak, AK - Newtok, AK",16-11-2010,Weekday
20455,1,71,9,0,Grant Aviation,2010,7,14,"Quinhagak, AK - Togiak, AK",14-07-2010,Weekday
20336,1,226,9,0,Hageland Aviation Service,2010,7,22,"Palmer, AK - Fairbanks, AK",22-07-2010,Weekday
20336,1,122,9,0,Hageland Aviation Service,2010,11,13,"Shishmaref, AK - Nome, AK",13-11-2010,Weekend
20455,1,33,9,0,Grant Aviation,2010,12,20,"Kwigillingok, AK - Kipnuk, AK",20-12-2010,Weekday
20455,1,110,9,0,Grant Aviation,2010,4,21,"Dillingham, AK - Goodnews Bay, AK",21-04-2010,Weekday
20225,1,27,9,0,Peninsula Airways Inc.,2010,5,23,"Pilot Point, AK - Pumice, AK",23-05-2010,Weekend
20331,1,122,9,0,Bering Air Inc.,2010,5,23,"Nome, AK - Shishmaref, AK",23-05-2010,Weekend
20336,1,238,9,0,Hageland Aviation Service,2010,7,13,"Koyuk, AK - Aniak, AK",13-07-2010,Weekday
20455,1,128,9,0,Grant Aviation,2010,11,3,"Quinhagak, AK - Dillingham, AK",03-11-2010,Weekday
20331,1,280,9,0,Bering Air Inc.,2010,7,6,"Nome, AK - Ambler, AK",06-07-2010,Weekday
20323,1,254,9,0,Warbelow,2010,7,3,"Anaktuvuk Pass, AK - Fairbanks, AK",03-07-2010,Weekend
20336,1,53,9,0,Hageland Aviation Service,2010,2,1,"Kotlik, AK - Sheldon Point, AK",01-02-2010,Weekday
20336,1,148,9,0,Hageland Aviation Service,2010,10,26,"Bethel, AK - Cape Newenham, AK",26-10-2010,Weekday
20225,1,289,9,0,Peninsula Airways Inc.,2010,3,2,"King Salmon, AK - Anchorage, AK",02-03-2010,Weekday
20336,1,72,9,0,Hageland Aviation Service,2010,2,25,"Marshall, AK - Akiak, AK",25-02-2010,Weekday
20331,1,48,9,0,Bering Air Inc.,2010,10,15,"Kotzebue, AK - Noatak, AK",15-10-2010,Weekday
20336,1,95,9,0,Hageland Aviation Service,2010,8,25,"Nome, AK - Elim, AK",25-08-2010,Weekday
20336,1,52,9,0,Hageland Aviation Service,2010,12,10,"Stebbins, AK - Unalakleet, AK",10-12-2010,Weekday
20336,1,14,9,0,Hageland Aviation Service,2011,5,10,"St. Mary's, AK - Mountain Village, AK",10-05-2011,Weekday
20225,1,189,9,0,Peninsula Airways Inc.,2011,2,24,"Chignik Lagoon, AK - Dillingham, AK",24-02-2011,Weekday
20336,1,219,9,0,Hageland Aviation Service,2011,5,12,"Galena, AK - Kotzebue, AK",12-05-2011,Weekday
20336,1,365,9,0,Hageland Aviation Service,2011,5,8,"Grayling, AK - Palmer, AK",08-05-2011,Weekend
20331,1,147,9,0,Bering Air Inc.,2011,2,21,"Unalakleet, AK - Nome, AK",21-02-2011,Weekday
20336,1,325,9,0,Hageland Aviation Service,2011,1,28,"Kaltag, AK - Fairbanks, AK",28-01-2011,Weekday
20331,1,109,9,0,Bering Air Inc.,2011,6,6,"Wales, AK - Nome, AK",06-06-2011,Weekday
20336,1,37,9,0,Hageland Aviation Service,2011,6,23,"Russian Mission, AK - Kalskag, AK",23-06-2011,Weekday
20336,1,192,9,0,Hageland Aviation Service,2011,1,20,"Kotzebue, AK - Huslia, AK",20-01-2011,Weekday
20336,1,159,9,0,Hageland Aviation Service,2011,6,10,"Aniak, AK - McGrath, AK",10-06-2011,Weekday
20336,1,116,9,0,Hageland Aviation Service,2011,3,4,"Bethel, AK - Goodnews Bay, AK",04-03-2011,Weekday
20225,1,63,9,0,Peninsula Airways Inc.,2011,5,25,"Dillingham, AK - Twin Hills, AK",25-05-2011,Weekday
20455,1,118,9,0,Grant Aviation,2011,4,22,"Tununak, AK - Bethel, AK",22-04-2011,Weekday
20333,1,302,9,0,Wright Air Service,2011,2,8,"Nulato, AK - Fairbanks, AK",08-02-2011,Weekday
20336,1,52,9,0,Hageland Aviation Service,2011,5,9,"Unalakleet, AK - Stebbins, AK",09-05-2011,Weekday
20331,1,74,9,0,Bering Air Inc.,2011,3,7,"Selawik, AK - Kotzebue, AK",07-03-2011,Weekday
20336,1,253,9,0,Hageland Aviation Service,2011,6,22,"McGrath, AK - Bethel, AK",22-06-2011,Weekday
20336,1,43,9,0,Hageland Aviation Service,2011,2,2,"Holy Cross, AK - Aniak, AK",02-02-2011,Weekday
20455,1,23,9,0,Grant Aviation,2011,4,12,"Bethel, AK - Nunapitchuk, AK",12-04-2011,Weekday
20333,1,207,9,0,Wright Air Service,2011,5,2,"Wainwright, AK - Umiat, AK",02-05-2011,Weekday
20336,1,116,9,0,Hageland Aviation Service,2011,5,4,"Goodnews Bay, AK - Bethel, AK",04-05-2011,Weekday
20336,1,69,9,0,Hageland Aviation Service,2011,4,8,"White Mountain, AK - Koyuk, AK",08-04-2011,Weekday
20336,1,93,9,0,Hageland Aviation Service,2011,2,24,"Aniak, AK - Grayling, AK",24-02-2011,Weekday
20336,1,95,9,0,Hageland Aviation Service,2011,2,14,"Nome, AK - Elim, AK",14-02-2011,Weekday
20455,1,73,9,0,Grant Aviation,2011,6,28,"Bethel, AK - Kalskag, AK",28-06-2011,Weekday
20455,1,43,9,0,Grant Aviation,2011,6,18,"Beluga, AK - Kenai, AK",18-06-2011,Weekend
20455,1,80,9,0,Grant Aviation,2011,6,4,"Kwigillingok, AK - Bethel, AK",04-06-2011,Weekend
20340,1,95,9,0,"SeaPort Airlines, Inc. d/b/a Wings of Alaska",2011,7,18,"Juneau, AK - Sitka, AK",18-07-2011,Weekday
20336,1,100,9,0,Hageland Aviation Service,2011,8,8,"Bethel, AK - Nightmute, AK",08-08-2011,Weekday
20336,1,122,9,0,Hageland Aviation Service,2011,8,27,"Bethel, AK - Platinum, AK",27-08-2011,Weekend
20336,1,166,9,0,Hageland Aviation Service,2011,8,4,"Donlin Creek Mine, AK - St. Mary's, AK",04-08-2011,Weekday
20225,1,288,9,0,Peninsula Airways Inc.,2011,8,5,"Anchorage, AK - King Salmon, AK",05-08-2011,Weekday
20225,1,30,9,0,Peninsula Airways Inc.,2011,8,24,"Wildman Creek, AK - Port Moller, AK",24-08-2011,Weekday
20323,1,294,9,0,Warbelow,2011,7,21,"Kobuk, AK - Fairbanks, AK",21-07-2011,Weekday
20331,1,0,9,0,Bering Air Inc.,2011,7,6,"Teller, AK - Teller, AK",06-07-2011,Weekday
20331,1,48,9,0,Bering Air Inc.,2011,7,25,"Noatak, AK - Kotzebue, AK",25-07-2011,Weekday
20333,1,173,9,0,Wright Air Service,2011,7,2,"Chalkyitsik, AK - Fairbanks, AK",02-07-2011,Weekend
20455,1,156,9,0,Grant Aviation,2011,7,16,"Cape Romanzof, AK - Bethel, AK",16-07-2011,Weekend
20455,1,32,9,0,Grant Aviation,2011,7,28,"Eek, AK - Quinhagak, AK",28-07-2011,Weekday
20455,1,112,9,0,Grant Aviation,2011,7,15,"Toksook, AK - Bethel, AK",15-07-2011,Weekday
20336,1,75,9,0,Hageland Aviation Service,2011,7,24,"Bethel, AK - Marshall, AK",24-07-2011,Weekend
20336,1,17,9,0,Hageland Aviation Service,2011,7,28,"Akiachak, AK - Bethel, AK",28-07-2011,Weekday
20336,1,74,9,0,Hageland Aviation Service,2011,7,4,"Kotzebue, AK - Buckland, AK",04-07-2011,Weekday
20225,1,132,9,0,Peninsula Airways Inc.,2011,7,19,"Dillingham, AK - Pumice, AK",19-07-2011,Weekday
20333,1,181,9,0,Wright Air Service,2011,9,24,"Coldfoot, AK - Fairbanks, AK",24-09-2011,Weekend
20333,1,148,9,0,Wright Air Service,2011,9,27,"Fairbanks, AK - Lake Minchumina, AK",27-09-2011,Weekday
20455,1,8,9,0,Grant Aviation,2011,10,24,"Bethel, AK - Napakiak, AK",24-10-2011,Weekday
20336,1,167,9,0,Hageland Aviation Service,2011,9,25,"Bethel, AK - Dillingham, AK",25-09-2011,Weekend
20336,1,68,9,0,Hageland Aviation Service,2011,9,15,"St. Mary's, AK - Kotlik, AK",15-09-2011,Weekday
20333,1,0,9,0,Wright Air Service,2011,12,6,"Venetie, AK - Venetie, AK",06-12-2011,Weekday
20336,1,27,9,0,Hageland Aviation Service,2011,12,27,"Aniak, AK - Kalskag, AK",27-12-2011,Weekday
20336,1,436,9,0,Hageland Aviation Service,2011,12,21,"Kobuk, AK - Palmer, AK",21-12-2011,Weekday
20336,1,57,9,0,Hageland Aviation Service,2011,12,3,"Nome, AK - Teller, AK",03-12-2011,Weekend
20333,1,0,9,0,Wright Air Service,2011,11,12,"Fairbanks, AK - Fairbanks, AK",12-11-2011,Weekend
20336,1,93,9,0,Hageland Aviation Service,2011,11,26,"Hooper Bay, AK - Alakanuk, AK",26-11-2011,Weekend
20336,1,61,9,0,Hageland Aviation Service,2011,11,28,"St. Mary's, AK - Alakanuk, AK",28-11-2011,Weekday
20336,1,0,9,0,Hageland Aviation Service,2011,11,19,"St. Mary's, AK - St. Mary's, AK",19-11-2011,Weekend
20336,1,147,9,0,Hageland Aviation Service,2011,10,23,"Nome, AK - Unalakleet, AK",23-10-2011,Weekend
20336,1,76,9,0,Hageland Aviation Service,2011,10,3,"Scammon Bay, AK - St. Mary's, AK",03-10-2011,Weekday
20336,1,147,9,0,Hageland Aviation Service,2011,10,21,"Unalakleet, AK - Nome, AK",21-10-2011,Weekday
20336,1,148,9,0,Hageland Aviation Service,2012,9,14,"Shungnak, AK - Kotzebue, AK",14-09-2012,Weekday
